Restaurant Name,City,Place Name,Cuisine ,Dining Rating,Delivery Rating,Overall Rating,Dining Votes,Delivery Votes,Average Price,Menu Items,Features
Reddy's Fast Food,Pune,Yerawada,Sichuan,3.5,3.9,3.7,82,0,209.7685185185185,108,reddy's fast food sichuan pune yerawada
Reena Paul's Kitchen,Chennai,Anna Nagar West,Chinese,4.1,4.1,4.1,0,0,229.41216216216216,148,reena paul's kitchen chinese chennai anna nagar west
Ritz Classic,Goa,Mall De Goa,Beverages,4.4,4.1,4.25,105,405,374.69895287958116,382,ritz classic beverages goa mall de goa
Riyas Biriyani,Chennai,Purasavakkam,Fast Food,3.9,3.8,3.8499999999999996,5,960,125.4,25,riyas biriyani fast food chennai purasavakkam
Rizo Resto,Kochi,Kacheripady,Shake,3.9,4.3,4.1,5,124,211.89473684210526,76,rizo resto shake kochi kacheripady
Roll Point,Pune,Dhankawadi,Chinese,4.0,4.1,4.05,111,0,141.96581196581195,117,roll point chinese pune dhankawadi
RollsKing,Jaipur,Raja Park,Beverages,4.2,4.2,4.2,0,229,215.5,48,rollsking beverages jaipur raja park
Roop Basant Pavitra Bhojnalaya,Jaipur,Gopalbari,Beverages,3.2,3.9,3.55,126,0,122.0,84,roop basant pavitra bhojnalaya beverages jaipur gopalbari
Roopali Veg,Pune,Bibvewadi,Beverages,3.6,4.2,3.9000000000000004,20,0,176.91977077363896,349,roopali veg beverages pune bibvewadi
Rumaan Restaurant,Kochi,Kaloor,Beverages,3.4,3.7,3.55,14,0,145.53125,32,rumaan restaurant beverages kochi kaloor
SLAY Coffee,Mumbai,Worli,Shake,3.9,3.9,3.9,0,0,237.91066666666666,60,slay coffee shake mumbai worli
SP Burger,Mumbai,Chembur,Sichuan,3.9,4.1,4.0,130,0,93.43548387096774,62,sp burger sichuan mumbai chembur
Sahara Family Restaurant,Mumbai,Chembur,Sichuan,3.3,3.8,3.55,4,507,342.6375545851528,229,sahara family restaurant sichuan mumbai chembur
Sai Chaap Soya,Jaipur,Ajmer Highway,Rolls,3.8,3.4,3.5999999999999996,7,602,153.6794366197183,71,sai chaap soya rolls jaipur ajmer highway
Salem RR Biriyani Unavagam,Chennai,Triplicane,Seafood,4.0,3.5,3.75,47,0,342.9166666666667,48,salem rr biriyani unavagam seafood chennai triplicane
Salkara Xpress By Paragon Group,Kochi,Vyttila,South Indian,4.2,4.2,4.2,0,0,167.66666666666666,3,salkara xpress by paragon group south indian kochi vyttila
Sam's Pork And Beef,Chennai,Anna Nagar East,Biryani,3.9,3.9,3.9,0,788,195.30434782608697,23,sam's pork and beef biryani chennai anna nagar east
Samco,Chennai,Alwarpet,Beverages,3.8,4.2,4.0,634,0,281.5925925925926,324,samco beverages chennai alwarpet
Sandwich Express,Pune,Koregaon Park,Beverages,4.2,4.2,4.2,0,0,129.61165048543688,103,sandwich express beverages pune koregaon park
Sangeetha Veg Restaurant - Gandhi Irwin Road,Chennai,Egmore,Shake,3.8,4.1,3.9499999999999997,236,0,187.36495689655172,232,sangeetha veg restaurant - gandhi irwin road shake chennai egmore
Santosh Dhaba,Hyderabad,Abids,Desserts,4.3,3.9,4.1,0,0,221.29794520547946,292,santosh dhaba desserts hyderabad abids
Saparito Pizza,Pune,Sadashiv Peth,Beverages,4.2,4.2,4.2,0,384,198.55769230769232,52,saparito pizza beverages pune sadashiv peth
Sardaar Ji Chicken Co.,Jaipur,Malviya Nagar,BBQ,2.8,3.6,3.2,10,0,324.4642857142857,168,sardaar ji chicken co. bbq jaipur malviya nagar
Sarvi Restaurant,Hyderabad,Banjara Hills,Beverages,4.2,4.0,4.1,0,0,290.38461538461536,78,sarvi restaurant beverages hyderabad banjara hills
Savoury Sea Shell,Chennai,Thousand Lights,Sichuan,4.0,4.1,4.05,848,0,345.55281690140845,568,savoury sea shell sichuan chennai thousand lights
Scoops Ice Cream,Hyderabad,Charminar,Pizza,3.3,4.4,3.85,6,915,134.13329787234042,94,scoops ice cream pizza hyderabad charminar
Sethi Bar-Be-Que,Jaipur,Bani Park,Rolls,4.0,4.0,4.0,0,0,338.5424836601307,153,sethi bar-be-que rolls jaipur bani park
Shadaan Restaurant,Hyderabad,Chandrayanagutta,Hyderabadi,3.8,4.2,4.0,19,0,184.1358024691358,81,shadaan restaurant hyderabadi hyderabad chandrayanagutta
Shah Ghouse Hotel & Restaurant,Hyderabad,Charminar,Desserts,4.2,4.2,4.2,0,0,327.50531400966184,207,shah ghouse hotel & restaurant desserts hyderabad charminar
Shah Ghouse Special Shawarma,Hyderabad,Charminar,Beverages,4.3,4.1,4.199999999999999,156,0,139.4917355371901,242,shah ghouse special shawarma beverages hyderabad charminar
Shap Food Restaurant,Kochi,Vyttila,Biryani,3.5,3.8,3.65,53,874,236.72131147540983,61,shap food restaurant biryani kochi vyttila
Shawarma Daddy,Kochi,Edappally,Beverages,3.6,4.0,3.8,44,0,162.65555555555554,27,shawarma daddy beverages kochi edappally
Shawarma Kings,Chennai,Anna Nagar East,Kebab,4.0,4.0,4.0,0,0,181.45454545454547,55,shawarma kings kebab chennai anna nagar east
Sheikh Shawarma,Kochi,Kadavanthra,Kerala,3.7,3.7,3.7,3,220,183.3760683760684,117,sheikh shawarma kerala kochi kadavanthra
Shero Home Food - Chettinad,Chennai,Vepery,Desserts,3.9,3.9,3.9,0,41,140.10071942446044,139,shero home food - chettinad desserts chennai vepery
Sherton Restaurant,Hyderabad,Amberpet,Biryani,4.0,4.2,4.1,0,0,284.7647058823529,85,sherton restaurant biryani hyderabad amberpet
Shivam Classic,Goa,Panaji,Beverages,3.911782786885246,3.911782786885246,3.911782786885246,0,3,174.55384615384617,195,shivam classic beverages goa panaji
Shivsu Pizza,Mumbai,Chembur,Shake,3.7,3.8,3.75,16,330,136.4144144144144,111,shivsu pizza shake mumbai chembur
Shobhaa Only Veg,Mumbai,Parel,Beverages,4.0,4.2,4.1,487,0,253.6008230452675,243,shobhaa only veg beverages mumbai parel
Shofu - The Momo Man,Jaipur,Lal Kothi,Beverages,4.2,4.2,4.2,104,0,191.859375,64,shofu - the momo man beverages jaipur lal kothi
Shree Konar Vilas,Chennai,Purasavakkam,Biryani,4.3,3.9,4.1,208,0,252.5,98,shree konar vilas biryani chennai purasavakkam
Shree Santosh Family Dhaba,Hyderabad,Himayath Nagar,Beverages,4.1,4.1,4.1,182,0,220.21782178217822,202,shree santosh family dhaba beverages hyderabad himayath nagar
Shri Shyam Bhature Wala,Jaipur,Vaishali Nagar,North Indian,4.2,4.2,4.2,0,0,105.95238095238095,21,shri shyam bhature wala north indian jaipur vaishali nagar
Siddique Kabab Centre,Hyderabad,Tolichowki,Chinese,4.4,4.1,4.25,732,0,222.43243243243242,37,siddique kabab centre chinese hyderabad tolichowki
Sijis Pizza Street,Kochi,Edappally,Fast Food,3.8,4.1,3.9499999999999997,41,0,353.8411290322581,62,sijis pizza street fast food kochi edappally
Sip & Bite,Hyderabad,Malakpet,Beverages,3.5,3.8,3.65,14,175,158.62179487179486,156,sip & bite beverages hyderabad malakpet
Slyce Pizza,Mumbai,Lower Parel,Fast Food,3.9,3.9,3.9,0,0,618.7318032786885,122,slyce pizza fast food mumbai lower parel
Smokin' Joe's,Mumbai,Wadala,Sandwich,3.1,3.6,3.35,131,0,339.2842105263158,95,smokin' joe's sandwich mumbai wadala
Sodhani Sweets And Namkeen,Jaipur,Gopalpura,Street Food,3.7,4.3,4.0,8,0,197.5350819672131,122,sodhani sweets and namkeen street food jaipur gopalpura
Sodhani Sweets Pvt. Ltd.,Jaipur,Bapu Nagar,Mithai,4.4,4.4,4.4,0,0,200.8059842519685,127,sodhani sweets pvt. ltd. mithai jaipur bapu nagar
Speak Burgers by Vicky Ratnani,Mumbai,Pali Hill,Fast Food,4.2,4.2,4.2,0,0,460.47727272727275,44,speak burgers by vicky ratnani fast food mumbai pali hill
Spice 9 Restaurant,Hyderabad,Malakpet,Seafood,3.6,3.9,3.75,30,0,259.4427083333333,192,spice 9 restaurant seafood hyderabad malakpet
St. Louis Pizza,Jaipur,Bais Godam,Beverages,3.4,3.4,3.4,0,225,203.9090909090909,132,st. louis pizza beverages jaipur bais godam
Starboy Pizza & Shakes,Mumbai,Worli,Beverages,3.5,3.5,3.5,0,0,184.0,30,starboy pizza & shakes beverages mumbai worli
Subhan Bakery,Hyderabad,Nampally,Bakery,3.9,4.6,4.25,12,0,264.7368421052632,19,subhan bakery bakery hyderabad nampally
Subway,Hyderabad,Malakpet,Beverages,3.8,3.8,3.8,113,0,247.88838709677418,124,subway beverages hyderabad malakpet
Sudama Bhel,Pune,Yerawada,Fast Food,3.9,3.9,3.9,0,174,82.14285714285714,28,sudama bhel fast food pune yerawada
Sukanta,Pune,Deccan Gymkhana,Beverages,4.2,4.1,4.15,0,0,390.4766666666667,3,sukanta beverages pune deccan gymkhana
Sukumar Food Court,Kochi,Tripunithura,Sichuan,3.9,3.6,3.75,70,0,56.42857142857143,7,sukumar food court sichuan kochi tripunithura
Supreme Sandwich Corner,Pune,Budhwar Peth,Beverages,2.9,4.2,3.55,10,0,182.09302325581396,43,supreme sandwich corner beverages pune budhwar peth
Surabhi Grand,Hyderabad,Amberpet,Beverages,3.7,4.0,3.85,434,0,323.1556886227545,167,surabhi grand beverages hyderabad amberpet
Swadesi Station,Jaipur,Bais Godam,Hyderabadi,4.1,4.1,4.1,0,743,226.18478260869566,92,swadesi station hyderabadi jaipur bais godam
Swagth Hotel,Hyderabad,Charminar,Chinese,4.1,4.1,4.1,0,0,143.33333333333334,90,swagth hotel chinese hyderabad charminar
Swat Pizza,Jaipur,Sodala,Beverages,4.0,3.9,3.95,105,0,257.2923076923077,65,swat pizza beverages jaipur sodala
Swiss Castle,Hyderabad,Abids,Fast Food,4.1,4.5,4.3,162,0,186.36599999999999,100,swiss castle fast food hyderabad abids
"T Shop - Tea, Snacks & More",Chennai,Royapettah,Beverages,3.9,3.9,3.9,30,824,124.96296296296296,81,"t shop - tea, snacks & more beverages chennai royapettah"
TFC - The Food Club,Goa,Bardez,Fast Food,3.8,3.8,3.8,0,53,233.85245901639345,61,tfc - the food club fast food goa bardez
Taco Bell,Hyderabad,The Next Galleria Mall,Wraps,4.3,3.7,4.0,117,0,201.61054794520547,73,taco bell wraps hyderabad the next galleria mall
Taj Mahal - Taj Mahal Hotel,Hyderabad,Taj Mahal Hotel,Beverages,4.1,4.1,4.1,0,0,121.25316455696202,79,taj mahal - taj mahal hotel beverages hyderabad taj mahal hotel
Taj Mughalai,Chennai,Purasavakkam,Sichuan,3.6,3.6,3.6,0,717,138.50420168067228,119,taj mughalai sichuan chennai purasavakkam
Talk Of The Town,Jaipur,MI Road,Biryani,4.1,4.2,4.15,0,0,375.8253968253968,126,talk of the town biryani jaipur mi road
Tan-Sukh By Kanha,Jaipur,C Scheme,Desserts,4.1,4.1,4.1,301,0,230.88381742738588,241,tan-sukh by kanha desserts jaipur c scheme
Tapri Pratham,Jaipur,Lal Kothi,Beverages,4.1,4.3,4.199999999999999,692,0,226.0759493670886,79,tapri pratham beverages jaipur lal kothi
Taste Of Turkey,Chennai,George Town,Kebab,4.3,4.3,4.3,0,258,197.34375,32,taste of turkey kebab chennai george town
Tasty Tiffin Food Service,Goa,Penha de Franca,North Indian,4.1,4.1,4.1,0,222,104.48,25,tasty tiffin food service north indian goa penha de franca
Tea Shack,Kochi,Palarivattom,Ice Cream,3.911782786885246,3.911782786885246,3.911782786885246,0,0,34.0,10,tea shack ice cream kochi palarivattom
Tellicherry Kitchen,Kochi,Vennala,Fast Food,3.8,3.8,3.8,0,0,295.9586776859504,121,tellicherry kitchen fast food kochi vennala
Thaal Kitchen,Kochi,MG Road,Fast Food,4.1,3.7,3.9,126,0,161.9783393501805,277,thaal kitchen fast food kochi mg road
Thanjai Veeraswamy,Chennai,T. Nagar,Beverages,4.1,3.7,3.9,121,0,244.77380952380952,84,thanjai veeraswamy beverages chennai t. nagar
The Belgian Waffle Co.,Hyderabad,Attapur,Ice Cream,3.9,4.3,4.1,1,0,185.04285714285714,56,the belgian waffle co. ice cream hyderabad attapur
The Burger Cafe,Chennai,Perambur,Shake,4.0,4.0,4.0,0,868,114.51515151515152,66,the burger cafe shake chennai perambur
The Burger Club,Hyderabad,Koti,Shake,3.3,3.3,3.3,0,241,130.6,75,the burger club shake hyderabad koti
The Busy Beans,Jaipur,Raja Park,Burger,3.9,3.7,3.8,65,691,170.17573529411766,68,the busy beans burger jaipur raja park
The Chef Company,Chennai,Nungambakkam,Healthy Food,4.2,4.2,4.2,0,0,217.47701149425288,174,the chef company healthy food chennai nungambakkam
The Chinese Wok,Pune,Kondhwa,Sichuan,4.0,4.0,4.0,99,0,290.2101063829787,376,the chinese wok sichuan pune kondhwa
The Exotic Shawarma,Hyderabad,Mehdipatnam,Shawarma,3.7,4.0,3.85,44,0,179.8108108108108,37,the exotic shawarma shawarma hyderabad mehdipatnam
The Fatty Bao,Mumbai,Linking Road,Chinese,4.4,4.1,4.25,0,0,549.9577464788732,142,the fatty bao chinese mumbai linking road
The Good Bowl,Mumbai,Wadala,Italian,3.9,3.9,3.9,0,912,233.56896551724137,58,the good bowl italian mumbai wadala
The Hearth Kitchen,Kochi,Panampilly Nagar,Pizza,3.9,4.2,4.05,4,629,368.63157894736844,38,the hearth kitchen pizza kochi panampilly nagar
The High Joint,Chennai,Alwarpet,Beverages,4.2,4.2,4.2,0,264,256.6829268292683,41,the high joint beverages chennai alwarpet
The Kati Roll Shop,Chennai,Gopalapuram,Kebab,4.2,4.0,4.1,422,0,242.0625,48,the kati roll shop kebab chennai gopalapuram
The Matka Biryani,Mumbai,Lower Parel,Lucknowi,3.9,3.9,3.9,0,0,376.96315789473687,190,the matka biryani lucknowi mumbai lower parel
The Messy Door,Jaipur,Shastri Nagar,Beverages,4.2,4.0,4.1,901,0,215.976,125,the messy door beverages jaipur shastri nagar
The Momo Factory,Mumbai,Dadar Shivaji Park,Fast Food,2.8,3.7,3.25,97,0,266.30631868131866,364,the momo factory fast food mumbai dadar shivaji park
The Momoz Hub,Jaipur,C Scheme,Beverages,4.0,4.0,4.0,0,183,284.6800595238095,672,the momoz hub beverages jaipur c scheme
The Old Mirchi Biryani,Chennai,Alwarpet,Desserts,4.2,4.2,4.2,0,0,258.9047619047619,105,the old mirchi biryani desserts chennai alwarpet
The Pizza Box,Pune,Senapati Bapat Road,Beverages,4.1,3.8,3.9499999999999997,128,515,299.2894736842105,76,the pizza box beverages pune senapati bapat road
The Pizza Station,Jaipur,Jhotwara,Chinese,4.0,4.0,4.0,119,0,209.56521739130434,69,the pizza station chinese jaipur jhotwara
The Pizza Unlimited,Jaipur,Pink City,Street Food,3.4,4.0,3.7,550,0,273.51428571428573,105,the pizza unlimited street food jaipur pink city
The Royal Rucchik Restaurant,Goa,Porvorim,Sichuan,3.4,3.2,3.3,9,381,135.77586206896552,58,the royal rucchik restaurant sichuan goa porvorim
The Royal Ruchik,Goa,Panaji,Biryani,3.6,4.2,3.9000000000000004,36,0,183.225,40,the royal ruchik biryani goa panaji
The Tea Planet,Hyderabad,Attapur,Coffee,3.4,3.6,3.5,0,116,104.88785046728972,107,the tea planet coffee hyderabad attapur
The Thickshake Factory,Hyderabad,Himayath Nagar,Beverages,3.4,3.8,3.5999999999999996,38,0,226.6265060240964,83,the thickshake factory beverages hyderabad himayath nagar
The Waffle Bite,Jaipur,Bais Godam,Fast Food,4.1,4.1,4.1,0,168,125.20192307692308,104,the waffle bite fast food jaipur bais godam
The Wrap House,Hyderabad,Malakpet,Fast Food,4.0,4.1,4.05,60,0,198.90243902439025,41,the wrap house fast food hyderabad malakpet
The Yellow House - The Robot Restaurant,Jaipur,C Scheme,Beverages,3.9,3.3,3.5999999999999996,0,0,327.7471264367816,87,the yellow house - the robot restaurant beverages jaipur c scheme
Third Wave Coffee,Pune,Karve Nagar,Pizza,4.0,4.3,4.15,36,664,267.3039495798319,119,third wave coffee pizza pune karve nagar
Tibb's Frankie - Serving Rolls Since 1969,Hyderabad,MPM Mall,Rolls,3.8,4.5,4.15,93,0,78.88888888888889,9,tibb's frankie - serving rolls since 1969 rolls hyderabad mpm mall
Tibet Momo - World Class Pan Asian Cuisine,Chennai,Kora Food Street,Tibetan,3.9,4.1,4.0,99,0,173.7058823529412,17,tibet momo - world class pan asian cuisine tibetan chennai kora food street
Tipsy Restaurant,Jaipur,Vidhyadhar Nagar,South Indian,3.7,4.1,3.9,169,0,198.4228187919463,149,tipsy restaurant south indian jaipur vidhyadhar nagar
Tipsy Topsy Bakery,Hyderabad,Saroor Nagar,Chinese,3.8,3.9,3.8499999999999996,225,0,176.66216216216216,148,tipsy topsy bakery chinese hyderabad saroor nagar
Toscano,Chennai,Nungambakkam,Beverages,4.7,4.1,4.4,891,0,492.4823529411765,170,toscano beverages chennai nungambakkam
Tossin Pizza,Mumbai,Worli,Beverages,4.0,4.3,4.15,25,322,387.09615384615387,156,tossin pizza beverages mumbai worli
Tower Burger,Chennai,Perambur,Beverages,3.8,3.7,3.75,0,64,116.48101265822785,79,tower burger beverages chennai perambur
Truffles,Bangalore,St. Marks Road,Desserts,4.6,4.3,4.449999999999999,0,0,220.4404979253112,241,truffles desserts bangalore st. marks road
U & Me Soya Chaap,Jaipur,Raja Park,North Indian,2.9,4.1,3.5,7,0,156.77083333333334,48,u & me soya chaap north indian jaipur raja park
UBQ by Barbeque Nation,Hyderabad,Banjara Hills,Desserts,3.9,3.9,3.9,0,0,465.5212121212121,165,ubq by barbeque nation desserts hyderabad banjara hills
Universal Al Mataam Mandi Kebab & Biryani,Hyderabad,Yousufguda,Kebab,3.9,3.7,3.8,288,0,248.8469387755102,98,universal al mataam mandi kebab & biryani kebab hyderabad yousufguda
Unlimited Pizza & Fast Food Corner,Jaipur,Pink City,Street Food,4.0,4.0,4.0,0,59,274.0103092783505,97,unlimited pizza & fast food corner street food jaipur pink city
Unlimited Pizza and Fast Food Corner,Jaipur,Amer Road,Street Food,3.9,3.9,3.9,0,56,111.8360655737705,61,unlimited pizza and fast food corner street food jaipur amer road
Vaishnav Dhaba,Jaipur,Gopalpura,South Indian,3.9,3.9,3.9,0,0,178.61363636363637,88,vaishnav dhaba south indian jaipur gopalpura
Victorian Bakery,Jaipur,Jawahar Nagar,Street Food,4.1,4.1,4.1,0,0,95.5,90,victorian bakery street food jaipur jawahar nagar
WOW! China,Chennai,Aminijikarai,"Momos, Seafood",4.0,3.9,3.95,77,709,258.0984860557769,251,"wow! china momos, seafood chennai aminijikarai"
WOW! Momo,Hyderabad,Malakpet,"Beverages, Fast Food",3.0,4.2,4.2,4,726,202.72823255813952,215,"wow! momo beverages, fast food hyderabad malakpet"
Wangs Kitchen,Chennai,Royapettah,Desserts,3.3,4.0,3.65,279,0,403.13513513513516,111,wangs kitchen desserts chennai royapettah
Wendy's,Pune,Law College Road,Fast Food,3.8,3.8,3.8,0,520,291.12849162011173,179,wendy's fast food pune law college road
Wendy's Burgers,Hyderabad,Abids,"American, Beverages",4.2,4.2,4.2,0,0,255.56593406593407,364,"wendy's burgers american, beverages hyderabad abids"
Winners Pizza - Fresh Dough,Mumbai,Sion,Beverages,3.2,3.2,3.2,0,452,350.6546762589928,139,winners pizza - fresh dough beverages mumbai sion
Woodys Brook,Kochi,Palarivattom,Shake,4.0,4.0,4.0,0,0,319.05,20,woodys brook shake kochi palarivattom
Wowfillss,Mumbai,Byculla,Beverages,4.0,4.0,4.0,0,944,129.02298850574712,87,wowfillss beverages mumbai byculla
Writer's Cafe,Chennai,Egmore,Beverages,4.1,4.0,4.05,31,0,180.52909909909908,111,writer's cafe beverages chennai egmore
Yashwanth Pizza Den,Hyderabad,RTC X roads,Beverages,4.0,4.0,4.0,0,15,166.28048780487805,82,yashwanth pizza den beverages hyderabad rtc x roads
Zafar's Fine Dine,Hyderabad,Tolichowki,Desserts,3.9,4.0,3.95,306,0,367.1951219512195,205,zafar's fine dine desserts hyderabad tolichowki
Zaffran Mataam Alarabi,Hyderabad,Falaknuma,Desserts,4.1,4.1,4.1,482,911,886.1111111111111,18,zaffran mataam alarabi desserts hyderabad falaknuma
Zam Zam Briyani,Chennai,Choolaimedu,North Indian,3.3,3.4,3.3499999999999996,24,0,241.4468085106383,94,zam zam briyani north indian chennai choolaimedu
Zomoz - The Momo Company,Hyderabad,Abids,Fast Food,4.3,4.3,4.3,0,726,161.79026666666667,75,zomoz - the momo company fast food hyderabad abids
